LastName	FirstName	ID	Residence	DateofBirth
Faour	Marilyne	20158896	Nahr Ibrahim	11/6/1977
Issa	Christopher	20116837	Dbayeh	27/12/1971
Chayban	Marianne	20169708	Awkar	16/10/1964
Doumiati	Yasmina	20146101	Dorms	4/7/1969
Alkadri	Rimane	20163128	Naccache	5/7/1988
Sfeir	Yasmina	20165682	Nahr Ibrahim	23/12/1961
Rizk	Layla	20144592	Jounieh	25/9/1999
Elam	Alexandro	20155699	Anfeh	31/9/1992
Anastasiou Bountoktzi	Farah	20164762	Batroun	17/8/1977
Hachem	Frederick	20130642	Chekka	20/7/1951
Al Soueity	Louis	20180410	Nahr Ibrahim	12/12/1988
Bou-Khalil	Yara	20171269	Amchit	22/6/1980
Abi Chahine	Nour	20172847	Sahel Alma	30/9/1980
Elam	Leah	20131035	Dbayeh	23/1/1957
Charbel	Rimane	20160289	Naccache	17/2/1947
Elam	Leah	20152624	Naccache	10/2/1961
Abi Chahine	Christopher	20165810	Naccache	9/1/1961
Assaf	Frederick	20128804	Nahr Ibrahim	11/7/1972
Hachem	Tonia	20129876	Blat	10/10/1979
Matta	Mohamad	20123271	Nahr Ibrahim	11/12/1945
Chayban	Rouba	20110281	Awkar	13/1/1972
Slaiby	Sarah	20187889	Zouk Mosbeh	29/11/1997
El Mouzawak	Yara	20140641	Blat	10/8/1974
Haroun	Maria	20180249	Byblos	1/9/1991
Slaiby	Serena	20161176	Anfeh	2/12/1989
Ishak	Christopher	20140862	Zouk Mosbeh	19/10/1969
Abi Akl	Lamia	20141328	Naccache	26/1/1957
Faour	Lea	20143224	Amchit	12/11/1994
Ishak	Tonia	20168911	Selaata	20/3/1995
Daher	Frederick	20181262	Byblos	28/6/1979
Samarani	Farah	20138429	Zouk Mosbeh	31/6/1960
Elam	Francesca	20117179	Dorms	25/6/1966
Hachem	Tony	20159405	Sahel Alma	11/9/1960
Issa	Maria	20148466	Anfeh	1/6/1975
Abi Akl	Frederick	20112570	Awkar	1/7/1984
Al Rassi	Leah	20182768	Zouk Mosbeh	3/12/1988
El Teress	Yasmine	20153046	Selaata	15/4/1960
Doumiati	John	20147723	Batroun	24/7/1963
Zeina	Tony	20129098	Zouk Mikael	5/3/1987
Daher	Yasmina	20151208	Chekka	7/1/1976
Daher	Leah	20180177	Chekka	8/5/1993
Frem	Frederick	20150669	Zouk Mosbeh	17/1/1961
Frem	Ramza	20117308	Dorms	2/3/1959
Zarifeh	Louis	20135824	Dbayeh	14/9/1992
Chayban	Lea	20177954	Chekka	24/10/1946
Bou-Khalil	Ghady	20134590	Dorms	12/8/1983
Abou Younes	Frederick	20169677	Sahel Alma	25/8/1994
Charbel	Maria	20187979	Selaata	10/10/1985
Kmeid	Romy	20163769	Awkar	14/2/1994
Ghamrawi	Jean	20142640	Nahr Ibrahim	31/8/1947
Kmeid	Peter	20118024	Byblos	15/4/1956
Alkadri	Maria	20131346	Byblos	22/8/1964
Abou Younes	Lea	20145566	Naccache	23/11/1961
Zarifeh	Ghady	20115687	Adma	30/5/2000
Hachem	Yara	20119323	Batroun	24/6/1968
Abi Akl	John	20183559	Zouk Mosbeh	29/7/1975
Yaacoub	Jean	20133976	Awkar	30/11/1967
Ishak	Joseph	20189605	Blat	24/9/1970
Frem	Dennis	20127554	Awkar	2/4/1952
Medawar	Jad	20170971	Blat	19/10/1994
El Haddad	Yara	20119993	Byblos	12/1/1990
Hachem	Gaelle	20159745	Awkar	26/2/1976
Ghamrawi	Serena	20153627	Adma	25/10/1993
Issa	John	20151197	Naccache	3/3/1975
Zarifeh	John	20184373	Nahr Ibrahim	23/6/1993
Anastasiou Bountoktzi	Leah	20187615	Batroun	4/2/1964
Zeina	Lea	20149694	Blat	18/8/1949
Faour	Tony	20171556	Awkar	17/11/2000
Alkadri	Marilyne	20133573	Jounieh	17/6/1998
Al Hallak	Gaelle	20183421	Jounieh	2/8/1987
Abi Akl	Yara	20176902	Blat	8/3/1963
Al Rassi	Ahed	20157723	Sahel Alma	10/6/1986
Matta	Sarah	20165336	Selaata	23/1/1960
Issa	Rimane	20124379	Sahel Alma	12/9/1974
Medawar	Yasmine	20164551	Naccache	25/10/1974
Doumiati	Christopher	20138936	Blat	11/12/1951
Al Soueity	Serena	20126041	Blat	24/4/2000
Issa	Mohamad	20182621	Dorms	16/8/1973
Chayban	Youmna	20140952	Zouk Mosbeh	5/4/1961
Bou-Khalil	Ahed	20132215	Jounieh	22/6/1947
El Haddad	Gaelle	20172822	Tripoli	30/12/1995
Doumiati	Joe	20148106	Naccache	31/2/1973
Al Rassi	Nour	20189172	Naccache	26/9/1974
El Teress	Romy	20118812	Zouk Mikael	17/5/1954
El Mouzawak	Marianne	20142505	Adma	12/6/1969
Ghamrawi	Marilyne	20154579	Jounieh	6/9/1961
Abi Younes	Gaelle	20174961	Anfeh	18/12/1961
Abi Chahine	Louis	20173528	Zouk Mikael	31/6/1984
Slaiby	Ryan	20188717	Selaata	13/6/1973
El Haddad	Mohamad	20132914	Adma	24/8/1958
Haroun	Leah	20137137	Tripoli	15/12/1983
Doumiati	Ahed	20189206	Tripoli	3/9/1957
Frem	Rimane	20155825	Zouk Mosbeh	12/11/1977
Frem	Gaelle	20173317	Adma	20/3/1976
Charbel	Peter	20128435	Naccache	27/12/1975
Daher	Dennis	20160415	Tripoli	4/10/1982
El Teress	Joe	20170831	Adma	5/2/1994
Haroun	Yara	20175582	Chekka	20/3/1975
Abou Younes	Nour	20136466	Blat	18/10/1991
Abi Younes	Ryan	20132062	Jounieh	24/4/1965
Ishak	Rimane	20142052	Nahr Ibrahim	20/7/1998
Ishak	Ramza	20172768	Zouk Mikael	12/2/1947
Issa	Rouba	20180699	Selaata	29/1/1968
Frem	Tony	20185754	Chekka	28/9/1980
El Teress	Youmna	20124935	Byblos	17/12/2000
Abi Younes	Lea	20157450	Dorms	28/6/1980
Kmeid	Francesca	20111234	Blat	18/4/1949
Elam	John	20123484	Chekka	30/9/1977
Alkadri	Rouba	20155886	Amchit	12/10/1956
Daher	Youmna	20133631	Blat	20/11/1956
Sfeir	Yasmina	20120441	Tripoli	6/8/1962
Chayban	Yara	20113326	Dbayeh	14/11/1966
Issa	Yasmine	20185521	Nahr Ibrahim	13/5/1963
Issa	Maria	20170649	Byblos	5/9/1997
Bou-Khalil	Joe	20121342	Blat	26/4/1996
Al Rassi	Layla	20130804	Zouk Mosbeh	8/5/2000
Alkhuder	Joseph	20181056	Chekka	10/8/1947
Abi Younes	Peter	20151712	Nahr Ibrahim	11/1/1999
Issa	Joe	20123894	Zouk Mosbeh	23/6/1951
Al Soueity	Marilyne	20119158	Selaata	23/9/1999
Matta	Nour	20184830	Selaata	19/9/1977
Al Soueity	Rouba	20116948	Batroun	5/11/1957
Zarifeh	Yasmina	20138533	Naccache	16/1/1957
Abi Akl	Ryan	20166174	Batroun	30/11/1985
Haroun	Farah	20116384	Sahel Alma	12/3/1963
Al Soueity	Christopher	20180377	Byblos	17/10/1995
Alkhuder	Ahed	20123895	Byblos	17/2/1991
Al Rassi	Yasmina	20186735	Tripoli	8/11/1975
Abi Chahine	Layla	20151932	Anfeh	30/7/1958
Abi Akl	Lamia	20143492	Awkar	29/1/1991
El Haddad	Tony	20178545	Amchit	6/7/1987
Haroun	Youmna	20172661	Chekka	20/10/1966
Faour	Nour	20125914	Dorms	14/5/1971
El Teress	Frederick	20111581	Blat	17/10/1966
Issa	Rimane	20117613	Tripoli	13/7/1979
Alkadri	Jean	20188523	Dbayeh	6/1/1958
Bou-Khalil	Christopher	20162940	Naccache	1/8/1991
El-Alam	Marilyne	20164722	Naccache	15/2/1999
Frem	Ghady	20132241	Jounieh	13/9/1998
Al Soueity	Jean	20164989	Anfeh	6/6/1999
Samarani	Lamia	20118564	Selaata	1/11/1961
Youssef	Dennis	20120770	Awkar	23/10/1960
Chayban	Ryan	20114899	Tripoli	31/10/1984
Rizk	Frederick	20117422	Adma	8/10/1981
Elam	Alexandro	20171667	Dbayeh	14/12/1961
Daher	Romy	20125227	Jounieh	1/12/1966
Doumiati	Lea	20114102	Jounieh	7/4/1968
Chayban	Ryan	20118952	Byblos	31/3/1953
Zeina	Alexandro	20186375	Adma	7/1/1996
Frem	Christopher	20131705	Chekka	3/5/1972
Medawar	Alexandro	20135521	Naccache	19/4/1947
Assaf	Francesca	20120289	Tripoli	5/5/1960
Daher	Christopher	20121381	Zouk Mikael	17/11/1997
Slaiby	Marilyne	20117729	Tripoli	8/3/1999
Faour	Layla	20136286	Byblos	29/11/1996
Ishak	Romy	20168208	Blat	18/3/1973
Abi Chahine	Peter	20111113	Naccache	19/3/1981
El Mouzawak	Yara	20134976	Anfeh	4/7/1952
El Teress	Serena	20157694	Dbayeh	26/4/1972
Issa	Rimane	20111064	Amchit	15/3/1958
Zeina	Lea	20164091	Zouk Mikael	25/1/1961
Al Hallak	Marianne	20117888	Dbayeh	12/10/1994
Alkhuder	Jean	20159436	Zouk Mikael	18/9/1970
El Mouzawak	Rouba	20178060	Blat	22/5/1955
Issa	Leah	20127128	Selaata	19/2/1992
Doumiati	Romy	20175093	Sahel Alma	9/4/1994
Elam	Youmna	20153222	Chekka	23/11/1989
Assaf	Yasmine	20160310	Sahel Alma	5/2/1959
Ishak	Frederick	20129304	Tripoli	3/10/1982
Slaiby	Rouba	20146291	Byblos	25/4/1979
El Teress	Leah	20184740	Awkar	16/4/1988
Ishak	Francesca	20168872	Tripoli	29/6/1992
Yaacoub	Tony	20164661	Tripoli	3/10/1964
El Mouzawak	Yara	20173662	Byblos	29/7/1972
Al Hallak	Maria	20184025	Selaata	20/3/1966
Assaf	Elisa	20172684	Dorms	10/2/1964
Charbel	Mohamad	20146806	Naccache	27/9/1991
Doumiati	Jean	20148509	Zouk Mikael	25/2/1972
Sfeir	Mohamad	20163469	Anfeh	19/5/1997
Charbel	Alexandro	20185984	Sahel Alma	25/4/1947
Daher	Alexandro	20165052	Byblos	11/11/1954
Frem	Yara	20145445	Dorms	1/1/1950
Daher	Tonia	20111880	Blat	17/3/1978
Haroun	Alexandro	20148766	Anfeh	11/4/1981
Sfeir	Mohamad	20126167	Naccache	12/5/1987
Al Hallak	Joe	20166663	Blat	17/8/1952
Abou Younes	Jean	20153370	Byblos	22/3/1983
Elam	John	20116681	Dorms	24/1/1983
Elam	Yasmina	20151972	Jounieh	28/2/1987
Abi Akl	Youmna	20153196	Tripoli	3/12/1995
Assaf	Francesca	20132584	Tripoli	30/7/1948
Anastasiou Bountoktzi	Peter	20145695	Sahel Alma	7/10/1959
Issa	Marianne	20184093	Sahel Alma	30/7/1984
Al Rassi	Rimane	20158907	Dbayeh	19/9/1981
Haroun	Layla	20138944	Blat	16/10/1957
Anastasiou Bountoktzi	Yasmine	20182503	Amchit	14/7/1999
Abou Younes	Ryan	20189466	Dbayeh	3/5/1949
Yaacoub	Rimane	20167708	Sahel Alma	24/5/1991
Samarani	Yasmina	20159963	Nahr Ibrahim	26/2/1980
Youssef	Ahed	20148087	Selaata	19/11/2000
Daher	Louis	20111315	Adma	21/12/1965
Medawar	Elisa	20120269	Naccache	24/7/1973
Kmeid	Yasmina	20137862	Tripoli	13/12/1966
Bou-Khalil	Farah	20151528	Amchit	27/11/1971
Anastasiou Bountoktzi	Peter	20119704	Dorms	1/4/1974
El Teress	Ahed	20131377	Zouk Mosbeh	14/10/1947
El Teress	Farah	20160852	Sahel Alma	6/2/1994
Samarani	Yasmina	20176012	Amchit	23/3/1989
Ghamrawi	Francesca	20165603	Adma	19/2/1947
Doumiati	Mohamad	20161430	Amchit	7/1/1967
Ghamrawi	Jean	20128428	Selaata	14/12/1960
Al Hallak	Rouba	20188576	Blat	7/7/1965
Ghamrawi	Ryan	20179584	Tripoli	26/4/1975
Ghamrawi	Lamia	20131967	Dorms	3/2/1979
Zeina	Gaelle	20174811	Batroun	9/8/1986
Abi Chahine	Yasmine	20186925	Batroun	26/6/1990
Haroun	Peter	20110591	Anfeh	5/3/1987
Alkadri	Youmna	20132292	Awkar	3/10/1946
Chayban	Serena	20148348	Nahr Ibrahim	9/9/1958
Alkadri	Frederick	20122623	Awkar	12/11/1979
Haroun	Elisa	20143364	Byblos	16/10/1947
Al Hallak	Yasmina	20112487	Dbayeh	12/4/1964
Sfeir	Christopher	20147169	Tripoli	29/9/1982
Alkadri	Youmna	20133836	Nahr Ibrahim	16/5/1971
Faour	Tony	20120898	Anfeh	15/4/1970
Kmeid	Gaelle	20156413	Adma	22/3/1986
Ishak	Alexandro	20115290	Zouk Mikael	15/1/1980
Frem	Nour	20137542	Jounieh	21/6/1976
Assaf	Lamia	20167686	Zouk Mikael	12/1/1966
Daher	Louis	20136093	Amchit	31/8/1982
Al Rassi	Frederick	20119125	Batroun	22/12/1981
Al Rassi	Joe	20180172	Sahel Alma	17/7/1984
Elam	John	20157464	Amchit	12/4/1957
Abi Akl	Christopher	20119003	Dorms	29/11/1950
Issa	Lamia	20114780	Blat	8/6/1964
Bou-Khalil	Louis	20112264	Amchit	16/8/1965
Yaacoub	Ahed	20170983	Sahel Alma	18/1/1996
Charbel	Joseph	20119210	Zouk Mosbeh	13/5/1988
Kmeid	Ahed	20174888	Blat	13/7/1973
Haroun	Nour	20135160	Adma	5/9/1991
Zeina	John	20128043	Selaata	10/12/1995
Sfeir	Yara	20179054	Zouk Mosbeh	23/7/1966
El-Alam	Lamia	20158659	Dbayeh	17/4/1989
Abi Akl	Mohamad	20157635	Tripoli	30/11/1973
Youssef	Marianne	20165160	Blat	11/6/1969
Zarifeh	Louis	20118293	Zouk Mosbeh	27/9/1956
Yaacoub	Rouba	20184466	Nahr Ibrahim	18/8/1958
Al Soueity	Farah	20117796	Dorms	13/7/1970
Daher	Yasmina	20187126	Adma	13/11/1948
El Teress	Lea	20122768	Jounieh	28/7/1994
Bou-Khalil	Jean	20125729	Byblos	31/11/1975
Medawar	Tony	20158766	Dbayeh	5/7/1968
Matta	Yara	20114362	Selaata	16/5/1992
Hachem	Farah	20125179	Nahr Ibrahim	31/6/1970
Slaiby	Yara	20150779	Zouk Mosbeh	19/10/1999
Abi Akl	Leah	20115413	Nahr Ibrahim	8/5/1951
Alkhuder	Ryan	20116332	Nahr Ibrahim	2/10/1957
Faour	Jad	20152997	Adma	27/6/1987
Kmeid	Ryan	20114566	Zouk Mikael	25/2/1980
Faour	Tony	20149520	Nahr Ibrahim	1/6/1998
Elam	Maria	20147430	Selaata	8/6/1993
Al Rassi	Lamia	20159875	Byblos	3/2/1994
Kmeid	John	20125358	Tripoli	11/9/1971
Samarani	Dennis	20133415	Naccache	24/11/1974
Matta	Lea	20161762	Zouk Mosbeh	2/6/1968
Ghamrawi	Marianne	20126204	Dbayeh	20/9/1959
Zeina	Ramza	20172036	Selaata	30/7/1946
Abi Chahine	Ramza	20114648	Batroun	2/6/1982
Abou Younes	Dennis	20181275	Nahr Ibrahim	11/10/1996
Abi Chahine	Rouba	20142649	Dorms	31/8/1982
Hachem	Yara	20112415	Dorms	22/5/1975
Kmeid	Marianne	20142713	Zouk Mosbeh	23/12/1996
Haroun	Ramza	20186509	Awkar	24/2/1988
Alkhuder	Romy	20127410	Nahr Ibrahim	3/4/1948
Al Hallak	Ramza	20112537	Adma	2/10/1995
Charbel	Peter	20129625	Zouk Mikael	25/10/1946
Charbel	Mohamad	20135972	Selaata	13/6/1990
Sfeir	Alexandro	20172229	Dorms	1/10/1980
El-Alam	Gaelle	20143267	Anfeh	10/11/1963
Zeina	Frederick	20144808	Sahel Alma	16/7/2000
Samarani	Jean	20169977	Batroun	28/2/1949
El Haddad	Jean	20151108	Sahel Alma	31/10/1984
Charbel	Sarah	20129274	Sahel Alma	21/10/1993
Al Soueity	Jean	20147504	Zouk Mikael	10/4/2000
Doumiati	Tonia	20189109	Sahel Alma	8/3/1974
Rizk	Nour	20189695	Chekka	31/12/1963
Alkadri	Yasmina	20162998	Chekka	21/6/1974
Abi Chahine	Francesca	20167015	Selaata	12/10/1994
Kmeid	Tony	20184883	Jounieh	30/3/1948
Alkadri	Youmna	20149344	Dorms	5/9/1973
Ishak	Jad	20144316	Dbayeh	6/7/1955
Abou Younes	Joe	20124697	Chekka	27/12/1989
Assaf	Rouba	20154841	Dbayeh	12/3/1954
El-Alam	Serena	20142858	Batroun	6/7/1968
Faour	Yasmine	20176869	Awkar	20/1/1999
Assaf	Yasmine	20181384	Chekka	31/4/1972
Abi Chahine	Tony	20131495	Tripoli	11/6/1959
Frem	Mohamad	20175924	Byblos	16/4/1989
Frem	Gaelle	20158219	Zouk Mikael	30/3/1993
Matta	Gaelle	20126715	Selaata	13/8/1985
Ishak	Yara	20181996	Naccache	6/6/1974
Charbel	Nour	20131970	Dbayeh	8/11/1952
Bou-Khalil	Rimane	20134945	Adma	2/9/1949
Al Hallak	Lamia	20181659	Anfeh	28/7/1992
Frem	Tony	20162287	Nahr Ibrahim	12/11/1996
Charbel	Jean	20124790	Dorms	31/3/1996
Al Soueity	Mohamad	20113310	Zouk Mosbeh	19/8/1956
Abi Akl	Farah	20174038	Naccache	17/8/1990
Issa	Layla	20140824	Selaata	13/2/2000
Elam	Serena	20114198	Jounieh	2/10/1975
Alkhuder	Youmna	20145117	Chekka	16/9/1998
Charbel	Tonia	20179898	Zouk Mikael	5/4/1988
Frem	Ahed	20132642	Anfeh	29/1/1998
El Haddad	Dennis	20188395	Zouk Mikael	4/11/1998
Sfeir	Ramza	20178655	Zouk Mikael	14/7/1960
Youssef	Youmna	20114817	Anfeh	17/7/1976
Matta	Alexandro	20152986	Batroun	1/9/1981
Anastasiou Bountoktzi	Leah	20150049	Dorms	24/1/1987
Rizk	Gaelle	20157093	Selaata	12/1/1985
Youssef	Christopher	20132157	Selaata	27/10/1984
Anastasiou Bountoktzi	Mohamad	20189786	Tripoli	12/7/1982
Abi Chahine	Youmna	20180000	Blat	29/3/1981
Slaiby	Ghady	20143746	Blat	6/12/1980
Zarifeh	Yara	20168930	Nahr Ibrahim	1/3/1946
Doumiati	Frederick	20134885	Nahr Ibrahim	19/12/1996
Al Rassi	Dennis	20140569	Zouk Mikael	25/9/1955
Yaacoub	Gaelle	20171903	Dbayeh	29/1/1952
Al Rassi	Youmna	20173601	Tripoli	12/2/1983
Samarani	Christopher	20183985	Nahr Ibrahim	22/5/1945
Abi Younes	Ramza	20136208	Chekka	26/7/1954
Youssef	Yara	20166884	Zouk Mikael	23/7/1991
Hachem	Ghady	20185318	Adma	4/1/1947
Matta	Yara	20122052	Anfeh	6/7/1973
Ishak	Ryan	20123989	Zouk Mosbeh	10/10/1990
El Haddad	Sarah	20163748	Awkar	18/7/1963
Abi Younes	Rimane	20167287	Jounieh	7/7/1996
Abi Akl	Lea	20130451	Sahel Alma	4/12/1994
Yaacoub	Mohamad	20158188	Selaata	13/11/1977
Hachem	Ahed	20141483	Zouk Mikael	2/3/1945
Abi Chahine	Jean	20178867	Batroun	28/4/1999
Charbel	Lamia	20112395	Dorms	14/5/1964
Haroun	Jean	20125656	Anfeh	23/11/1948
Alkadri	Youmna	20186968	Chekka	6/2/1983
Alkhuder	Ramza	20153344	Blat	12/10/1948
El Haddad	Ramza	20186018	Zouk Mikael	18/10/1986
Chayban	Leah	20186206	Selaata	26/5/1969
Samarani	Leah	20172682	Sahel Alma	15/3/1954
Youssef	Serena	20170621	Sahel Alma	1/8/1999
Charbel	Frederick	20169685	Chekka	20/12/1982
Bou-Khalil	Jad	20165012	Anfeh	11/7/1969
Assaf	Ramza	20183311	Naccache	24/7/1995
Abi Akl	Romy	20127127	Dbayeh	21/2/1999
Haroun	Joseph	20170486	Byblos	19/3/1996
El Haddad	Sarah	20124983	Nahr Ibrahim	4/1/1956
Al Rassi	Joseph	20159931	Jounieh	15/6/1954
Daher	Yasmine	20156410	Dbayeh	6/9/1972
Samarani	Layla	20126278	Jounieh	20/10/1964
Faour	Alexandro	20118770	Blat	16/10/1963
Elam	John	20121383	Dbayeh	25/6/1992
Alkhuder	Joe	20155712	Dbayeh	23/3/1988
Samarani	Youmna	20112002	Zouk Mosbeh	1/6/1993
Alkhuder	Peter	20135747	Batroun	28/5/1976
Frem	Ryan	20155417	Zouk Mosbeh	17/11/2000
Frem	Peter	20156628	Batroun	14/1/1966
Charbel	Louis	20177299	Dorms	2/3/1977
Elam	Mohamad	20146031	Nahr Ibrahim	7/1/1974
Samarani	Rimane	20159469	Dorms	23/9/1999
Frem	Tonia	20121413	Awkar	23/10/1949
Frem	Lea	20171961	Adma	1/8/1947
Frem	Leah	20135276	Dbayeh	24/9/1977
Yaacoub	Gaelle	20148640	Amchit	20/2/1973
Matta	Yasmine	20164155	Byblos	24/10/1992
Issa	Nour	20165058	Nahr Ibrahim	23/11/1949
Doumiati	Ryan	20145441	Adma	12/12/2000
Al Rassi	Peter	20160515	Byblos	19/2/1952
Elam	Tony	20167088	Byblos	6/1/1971
Matta	Marilyne	20157675	Dorms	1/7/1962
Medawar	Tonia	20172603	Zouk Mosbeh	11/12/1995
Charbel	Ghady	20155239	Anfeh	15/7/1955
El Mouzawak	Ahed	20169860	Blat	29/12/1949
Abi Akl	Lamia	20173120	Batroun	25/4/1970
Al Soueity	Layla	20172848	Tripoli	16/10/1991
Assaf	Lamia	20174194	Adma	30/4/1968
Samarani	Sarah	20149046	Naccache	17/6/1983
Zarifeh	Ramza	20125825	Sahel Alma	26/1/1955
Anastasiou Bountoktzi	Youmna	20179089	Zouk Mikael	5/10/1948
Slaiby	Yara	20132458	Nahr Ibrahim	14/5/1969
Anastasiou Bountoktzi	Lamia	20160106	Awkar	3/1/1993
Rizk	Yara	20149860	Zouk Mikael	27/11/1973
Samarani	Yara	20152702	Jounieh	9/1/1968
El-Alam	Marianne	20154407	Dorms	8/4/1962
Ghamrawi	Yasmina	20131701	Selaata	9/4/1960
Frem	Yasmine	20185505	Anfeh	2/12/1954
Matta	Dennis	20115850	Selaata	13/10/1961
Alkadri	Yasmine	20116496	Selaata	22/11/1979
Youssef	Rouba	20133967	Nahr Ibrahim	21/7/1958
Alkhuder	Yara	20136950	Adma	6/8/1982
Abi Akl	Christopher	20118612	Byblos	15/4/1992
Abi Younes	Yasmine	20176137	Naccache	27/5/1979
El Haddad	Ahed	20183053	Jounieh	13/1/1957
El Haddad	Leah	20121635	Byblos	23/1/1973
Abi Chahine	Maria	20166161	Selaata	24/11/1991
Elam	Joseph	20168009	Tripoli	21/9/1981
Al Soueity	Leah	20176822	Adma	11/8/1992
Hachem	Serena	20173066	Amchit	3/10/1980
El-Alam	Rouba	20151325	Byblos	10/10/1946
Samarani	Elisa	20124100	Dorms	20/7/1973
Faour	Joseph	20140281	Dorms	27/12/1998
Abi Akl	Farah	20146761	Zouk Mosbeh	10/6/1995
Slaiby	Farah	20176042	Dbayeh	31/10/1987
Rizk	Yara	20174601	Batroun	11/10/1958
Al Soueity	Mohamad	20167829	Nahr Ibrahim	20/4/1986
Doumiati	Maria	20161418	Tripoli	21/9/1977
Youssef	Tony	20166353	Sahel Alma	8/1/1956
El Mouzawak	Gaelle	20137123	Tripoli	21/4/1993
Matta	Peter	20153039	Chekka	25/3/1981
Kmeid	Sarah	20184697	Selaata	29/9/1981
Faour	Francesca	20168590	Dorms	4/7/1957
Zarifeh	Elisa	20174148	Tripoli	14/1/1996
Sfeir	Ryan	20141814	Nahr Ibrahim	7/9/1953
Abi Akl	Peter	20176776	Dorms	5/6/1992
Yaacoub	Joe	20189596	Batroun	30/1/1976
Kmeid	Ahed	20132165	Naccache	30/11/1991
Frem	Christopher	20152830	Zouk Mosbeh	20/7/1997
Zeina	Lamia	20125343	Chekka	10/4/1981
Chayban	Peter	20138779	Dorms	27/10/1949
Alkadri	Marianne	20118749	Amchit	5/2/1982
Al Soueity	Yara	20115472	Anfeh	31/11/2000
Samarani	Ramza	20130564	Chekka	25/2/1983
Kmeid	Lamia	20124050	Jounieh	3/10/1989
Anastasiou Bountoktzi	Mohamad	20112237	Tripoli	29/3/1998
Al Rassi	Rouba	20174672	Naccache	28/7/1983
Elam	Maria	20130483	Amchit	14/6/1986
Rizk	Lamia	20181500	Byblos	20/6/1955
Assaf	Francesca	20114009	Blat	26/8/1978
Hachem	Romy	20161095	Jounieh	6/12/1973
Ishak	Mohamad	20157909	Byblos	7/11/1988
Daher	Yasmine	20141363	Dbayeh	3/10/1954
Youssef	Tonia	20133305	Selaata	6/10/1973
Abi Akl	John	20144187	Nahr Ibrahim	31/12/1957
Zeina	Marianne	20141094	Blat	30/4/1955
Frem	Yasmina	20151898	Adma	17/12/1975
Zeina	Rouba	20168847	Sahel Alma	23/5/1951
Abi Younes	Dennis	20135591	Dorms	4/7/1951
Daher	Sarah	20171793	Awkar	6/1/1990
Abi Chahine	Peter	20164451	Selaata	25/9/1991
Elam	Gaelle	20146844	Anfeh	16/10/1954
Abi Akl	Yara	20170711	Byblos	5/12/2000
Issa	Tonia	20167855	Naccache	29/5/1985
Abi Chahine	Yasmine	20160914	Amchit	1/4/1981
Frem	Maria	20120085	Naccache	31/7/1971
Zeina	Romy	20121990	Dbayeh	14/11/1952
Abi Younes	Yara	20120825	Anfeh	8/9/1981
Faour	Frederick	20111012	Awkar	28/3/1986
Youssef	Rimane	20136933	Anfeh	13/6/1980
Youssef	Dennis	20120841	Jounieh	4/2/1998
Al Hallak	Yara	20165889	Blat	11/1/1980
Alkadri	Jean	20155025	Adma	23/10/1983
Zarifeh	Francesca	20184060	Zouk Mikael	2/2/1977
Elam	Jean	20159612	Batroun	4/8/1959
Frem	Leah	20164391	Batroun	2/11/1976
Anastasiou Bountoktzi	Mohamad	20118922	Batroun	22/10/1956
Faour	John	20124278	Jounieh	10/11/1984
Abi Akl	Elisa	20149524	Batroun	11/7/1945
El Mouzawak	Serena	20161206	Zouk Mikael	15/3/1961
Yaacoub	John	20112557	Jounieh	29/2/1958
Zarifeh	Ramza	20149490	Byblos	15/8/1947
Frem	Serena	20185468	Chekka	25/1/1994
Haroun	Joseph	20159176	Zouk Mikael	30/6/1952
Daher	Tonia	20185344	Tripoli	18/3/1999
Rizk	Francesca	20147259	Tripoli	12/3/1975
Yaacoub	Joseph	20143038	Chekka	21/3/1961
Samarani	Marilyne	20165695	Dorms	26/9/2000
Issa	John	20148397	Tripoli	3/1/1971
Matta	Joseph	20129784	Naccache	8/3/1981
El Mouzawak	Joe	20135058	Dbayeh	19/9/1961
Charbel	Serena	20111183	Nahr Ibrahim	6/1/1968
El Haddad	Christopher	20112252	Jounieh	31/2/1983
Issa	Ahed	20162765	Zouk Mikael	9/2/1979
Slaiby	Yasmine	20173793	Sahel Alma	16/5/1961
El-Alam	Lamia	20138872	Blat	5/5/1998
Assaf	John	20128230	Dbayeh	11/6/1963
Faour	Yasmina	20138409	Jounieh	4/11/1952
Matta	Maria	20187077	Tripoli	26/9/1954
Al Hallak	Nour	20128223	Adma	16/5/1998
Zeina	Joe	20172158	Dorms	29/6/1963
Al Soueity	Maria	20182706	Anfeh	25/7/1955
Youssef	Jad	20144912	Zouk Mosbeh	24/5/1951
Al Rassi	Jean	20138062	Adma	30/1/1975
Samarani	Marianne	20165122	Anfeh	25/2/1999
Zeina	Lamia	20165110	Zouk Mikael	17/6/1958
Daher	Elisa	20125934	Dorms	14/11/1988
El Teress	Joe	20157996	Nahr Ibrahim	16/11/1983
Abi Akl	Joseph	20159483	Zouk Mikael	28/7/1987
Slaiby	Yara	20150618	Amchit	9/7/1963
Chayban	Frederick	20183480	Amchit	9/8/1991
Al Rassi	Ryan	20133451	Jounieh	21/5/1988
El-Alam	John	20148715	Dorms	24/4/1989
Bou-Khalil	Jad	20154012	Zouk Mikael	14/10/1954
Assaf	Frederick	20175553	Tripoli	29/7/1997
Elam	Leah	20139430	Anfeh	12/5/1971
Bou-Khalil	Gaelle	20188776	Chekka	2/1/1945
